Date,Price,Open,High,Low,Vol.,Change %,WAD,MA20,MA10
27-07-2022,227.75,222.8,229.7,222.1,1.01M,2.22%,-444.4499999999997,294.53499999999997,267.39
26-07-2022,222.8,229.8,231.5,220.55,878.72K,-2.98%,-453.1499999999997,289.595,257.55
25-07-2022,229.65,236.4,237.8,229.0,1.36M,-3.33%,-446.2999999999997,284.8225,249.35
22-07-2022,237.55,249.9,249.9,235.0,4.99M,0.85%,-438.39999999999975,280.7525,244.525
21-07-2022,235.55,241.65,243.95,232.65,776.97K,-2.52%,-446.7999999999997,277.3,240.70999999999998
20-07-2022,241.65,238.0,248.8,234.1,1.47M,1.96%,-439.2499999999997,273.5725,238.425
19-07-2022,237.0,234.75,241.0,234.25,909.15K,1.26%,-443.89999999999975,269.0775,235.965
18-07-2022,234.05,232.5,236.75,228.4,854.76K,2.32%,-446.84999999999974,264.16999999999996,234.75500000000002
15-07-2022,228.75,232.2,233.15,225.3,553.80K,-1.38%,-452.14999999999975,258.93,233.75500000000002
14-07-2022,231.95,231.9,234.7,228.2,1.20M,1.58%,-448.39999999999975,254.525,232.67
13-07-2022,228.35,234.0,235.8,225.0,861.35K,-1.93%,-455.8499999999998,250.06,232.72999999999996
12-07-2022,232.85,228.3,238.7,227.2,2.11M,2.49%,-450.1999999999998,245.6425,233.73500000000004
11-07-2022,227.2,211.6,232.0,210.85,1.34M,7.04%,-455.8499999999998,241.42000000000002,233.49
08-07-2022,212.25,217.4,218.05,210.4,486.09K,-1.37%,-470.7999999999998,237.7425,230.95999999999998
07-07-2022,215.2,210.95,216.65,210.95,690.60K,3.39%,-466.5499999999998,234.81750000000002,228.925
06-07-2022,208.15,202.3,209.9,198.0,780.80K,2.92%,-473.5999999999998,232.0,225.575
05-07-2022,202.25,206.6,210.0,201.1,558.19K,-1.20%,-481.3499999999998,229.03249999999997,222.1
04-07-2022,204.7,205.7,207.8,201.35,444.17K,0.22%,-477.9999999999998,226.96000000000004,219.16499999999996
01-07-2022,204.25,204.3,207.75,199.0,662.11K,-1.78%,-481.4999999999998,225.23500000000004,216.71499999999997
30-06-2022,207.95,216.85,218.95,205.1,729.54K,-3.82%,-477.7999999999998,223.4925,214.315
29-06-2022,216.2,214.0,221.0,211.45,478.95K,-1.48%,-469.5499999999998,222.91500000000002,213.1
28-06-2022,219.45,217.75,225.0,211.8,892.78K,0.53%,-461.8999999999998,222.7475,211.76
27-06-2022,218.3,210.0,220.95,210.0,1.37M,4.65%,-464.5499999999998,222.18,210.86999999999998
24-06-2022,208.6,206.8,211.4,202.0,812.25K,2.43%,-474.2499999999998,220.7325,210.50499999999997
23-06-2022,203.65,206.1,211.2,197.35,736.46K,-1.04%,-481.7999999999997,219.1375,209.35
22-06-2022,205.8,211.25,213.4,203.6,957.77K,-2.63%,-479.5999999999997,217.34500000000003,209.115
21-06-2022,211.35,199.8,213.7,192.0,1.26M,8.11%,-460.24999999999966,216.0625,210.025
20-06-2022,195.5,210.15,210.15,182.05,2.72M,-6.97%,-476.0999999999997,214.135,209.10500000000002
17-06-2022,210.15,212.0,219.45,204.85,1.16M,-1.06%,-461.4499999999997,213.205,209.695
16-06-2022,212.4,229.95,234.0,210.55,877.79K,-5.81%,-459.1999999999997,212.22750000000002,210.14000000000001
15-06-2022,225.5,229.8,229.8,224.0,522.91K,-0.53%,-446.0999999999997,212.08499999999998,211.07000000000002
14-06-2022,226.7,230.0,236.75,222.25,895.08K,-1.76%,-441.6499999999997,211.7775,211.79500000000002
13-06-2022,230.75,246.5,247.2,227.7,966.17K,-6.86%,-437.5999999999997,211.955,213.04000000000002
10-06-2022,247.75,242.85,259.75,239.55,2.39M,1.75%,-420.5999999999997,213.73000000000002,216.955
09-06-2022,243.5,245.55,250.5,242.0,695.55K,-1.83%,-427.5999999999997,215.14499999999998,220.94
08-06-2022,248.05,255.0,255.5,247.0,410.84K,-1.92%,-423.04999999999967,217.14000000000001,225.16500000000002
07-06-2022,252.9,254.0,258.0,251.1,438.93K,-1.10%,-418.1999999999997,219.67249999999999,229.32
06-06-2022,255.7,265.0,265.0,254.0,580.23K,-1.86%,-415.39999999999975,222.2225,235.34
03-06-2022,260.55,268.4,271.7,258.0,645.89K,-1.31%,-410.5499999999997,225.0375,240.38000000000002
02-06-2022,264.0,266.4,273.2,262.6,588.42K,-0.23%,-407.09999999999974,227.84,245.53999999999996
01-06-2022,264.6,278.0,278.6,262.65,933.18K,-4.36%,-405.1499999999997,230.26000000000005,249.45
31-05-2022,276.65,283.0,284.0,274.0,530.81K,-2.74%,-393.09999999999974,233.11999999999998,254.445
30-05-2022,284.45,285.8,290.95,282.0,375.86K,0.37%,-385.2999999999997,236.4275,259.815
27-05-2022,283.4,282.7,288.9,280.1,602.06K,1.87%,-390.7999999999997,240.16750000000002,263.38
26-05-2022,278.2,274.0,284.9,256.8,1.42M,1.72%,-397.4999999999997,243.89500000000004,266.85
25-05-2022,273.5,295.9,299.0,270.05,952.28K,-7.00%,-422.9999999999997,247.28000000000003,269.395
24-05-2022,294.1,316.0,322.0,291.55,1.20M,-5.25%,-402.3999999999997,251.41749999999996,273.515
23-05-2022,310.4,295.15,325.0,286.1,2.78M,5.81%,-378.09999999999974,257.1625,278.985
20-05-2022,293.35,272.7,293.7,269.2,1.81M,9.87%,-395.1499999999997,261.3225,282.265
19-05-2022,267.0,273.5,276.6,265.0,506.85K,-4.16%,-421.4999999999997,264.05249999999995,282.56499999999994
18-05-2022,278.6,276.4,295.95,275.95,1.37M,1.98%,-409.8999999999997,266.7075,283.965
17-05-2022,273.2,258.4,278.0,250.05,810.03K,8.01%,-415.2999999999997,269.03249999999997,283.62
16-05-2022,252.95,258.0,258.45,242.6,420.70K,2.35%,-435.5499999999997,270.1425,280.46999999999997
13-05-2022,247.15,257.0,265.0,244.0,633.68K,-1.83%,-453.39999999999975,270.1125,276.84499999999997
12-05-2022,251.75,259.7,261.95,237.0,883.68K,-2.61%,-438.64999999999975,270.525,274.2
11-05-2022,258.5,280.1,289.0,251.35,1.07M,-7.43%,-431.4999999999998,271.0475,272.7
10-05-2022,279.25,280.5,301.5,273.0,607.15K,-2.33%,-410.7499999999998,272.365,271.21500000000003
09-05-2022,285.9,299.0,301.0,281.0,709.41K,-5.13%,-404.0999999999998,273.875,268.765
06-05-2022,301.35,300.0,308.55,294.3,711.47K,-1.81%,-388.64999999999975,275.915,269.565
05-05-2022,306.9,314.7,318.3,301.0,812.04K,-0.71%,-382.7499999999998,278.06,273.555
04-05-2022,309.1,320.0,320.15,302.05,2.00M,1.36%,-375.69999999999976,280.28499999999997,276.60499999999996
02-05-2022,304.95,314.2,314.85,301.8,1.03M,-4.00%,-385.5999999999998,281.7,279.78
29-04-2022,317.65,330.4,334.5,315.0,452.24K,-3.86%,-372.8999999999998,283.36,286.25
28-04-2022,330.4,342.45,344.5,328.3,489.92K,-3.48%,-360.1499999999998,285.71,294.575
27-04-2022,342.3,345.0,353.7,336.0,1.01M,-1.10%,-348.2499999999998,288.91499999999996,303.63
26-04-2022,346.1,332.7,346.1,331.0,1.67M,4.99%,-333.14999999999975,292.54499999999996,312.39
25-04-2022,329.65,337.95,341.0,327.15,646.71K,-4.09%,-349.5999999999998,294.32250000000005,317.43
22-04-2022,343.7,345.5,354.0,342.0,340.74K,1.06%,-335.5499999999998,295.9875,323.21
21-04-2022,340.1,334.0,348.0,334.0,439.22K,1.54%,-343.44999999999976,298.325,327.085
20-04-2022,334.95,338.0,342.0,327.6,309.88K,-0.80%,-350.4999999999998,301.7225,329.89
19-04-2022,337.65,348.0,354.95,325.05,859.11K,-1.32%,-337.8999999999998,304.675,332.745
18-04-2022,342.15,325.0,342.15,315.0,649.26K,4.99%,-310.74999999999983,308.1225,336.46500000000003
13-04-2022,325.9,340.0,340.05,325.0,452.61K,-4.67%,-326.99999999999983,311.77000000000004,337.29
12-04-2022,341.85,353.0,354.0,341.85,458.89K,-4.99%,-311.0499999999998,316.505,338.435
11-04-2022,359.8,346.9,359.85,335.35,883.47K,4.97%,-286.5999999999998,321.90749999999997,340.18500000000006
08-04-2022,342.75,332.45,343.85,330.0,879.78K,4.53%,-303.6499999999998,326.12,339.85
07-04-2022,327.9,342.0,346.0,321.9,514.53K,-3.22%,-321.74999999999983,328.55249999999995,339.675
06-04-2022,338.8,339.0,347.8,335.0,1.18M,-0.60%,-310.8499999999998,331.1975,339.185
05-04-2022,340.85,340.85,340.85,330.0,1.34M,4.99%,-299.9999999999998,333.1725,339.26
04-04-2022,324.65,314.0,324.65,314.0,616.42K,5.00%,-316.1999999999998,334.06,338.22999999999996
01-04-2022,309.2,302.0,315.0,295.2,280.52K,2.32%,-331.6499999999998,334.06499999999994,335.385
31-03-2022,302.2,301.9,303.0,294.95,483.21K,0.90%,-338.6499999999998,333.9275,331.39
30-03-2022,299.5,299.4,303.3,294.0,397.71K,1.78%,-342.4499999999998,333.02000000000004,328.75
29-03-2022,294.25,304.85,304.85,292.05,339.86K,-2.73%,-353.04999999999984,331.2125,323.99
28-03-2022,302.5,290.0,305.75,289.0,622.49K,2.02%,-339.54999999999984,329.2225,318.26
25-03-2022,296.5,300.5,303.95,295.0,398.75K,-1.80%,-346.99999999999983,326.7425,313.635
24-03-2022,301.95,297.75,303.7,295.75,164.89K,1.27%,-340.79999999999984,325.3575,311.04
23-03-2022,298.15,301.15,305.0,297.0,148.10K,-1.00%,-347.64999999999986,323.08,306.975
22-03-2022,301.15,304.7,306.0,300.0,166.24K,-1.17%,-344.64999999999986,321.13250000000005,303.005
21-03-2022,304.7,304.8,307.0,298.0,143.22K,2.01%,-337.9499999999999,319.62,301.01
17-03-2022,298.7,314.8,317.0,293.15,514.30K,-2.88%,-356.2499999999999,317.6725,299.96
16-03-2022,307.55,311.0,314.65,303.5,164.02K,-0.50%,-347.39999999999986,315.9425,300.495
15-03-2022,309.1,317.9,317.9,306.2,144.89K,-2.04%,-344.49999999999983,315.10249999999996,301.455
14-03-2022,315.55,312.0,317.3,307.0,152.12K,0.65%,-335.9499999999998,313.7875,303.585
11-03-2022,313.5,315.45,318.0,308.2,467.93K,-0.57%,-340.4499999999998,311.47249999999997,304.685
10-03-2022,315.3,318.4,323.9,312.4,559.98K,0.70%,-337.5499999999998,310.1,306.56499999999994
09-03-2022,313.1,307.85,313.1,301.0,583.01K,5.00%,-339.7499999999998,309.36,307.68
08-03-2022,298.2,312.0,318.7,297.1,974.99K,-4.64%,-360.2499999999998,307.33000000000004,307.685
07-03-2022,312.7,318.05,322.25,312.6,865.74K,-4.97%,-345.7499999999998,305.9225,308.84
04-03-2022,329.05,337.5,341.75,325.1,849.48K,-2.46%,-329.39999999999975,306.14250000000004,311.275
03-03-2022,337.35,344.4,346.0,330.5,989.48K,-0.53%,-321.09999999999974,307.55,315.14
02-03-2022,339.15,340.5,353.0,335.0,1.17M,-0.31%,-316.94999999999976,309.3975,318.3
28-02-2022,340.2,330.0,342.0,321.0,493.81K,1.86%,-297.7499999999998,311.4325,321.41
25-02-2022,334.0,310.0,336.0,310.0,481.53K,4.29%,-303.94999999999976,313.41999999999996,323.255
24-02-2022,320.25,327.5,327.5,320.25,589.47K,-5.00%,-317.69999999999976,314.3075,323.93
23-02-2022,337.1,327.0,340.5,327.0,746.12K,2.88%,-300.84999999999974,316.3375,326.11
22-02-2022,327.65,330.5,335.0,323.0,1.09M,-3.45%,-310.2999999999998,317.6225,327.56499999999994
21-02-2022,339.35,338.2,342.0,333.0,941.76K,-0.22%,-298.59999999999974,319.6825,331.68
18-02-2022,340.1,338.0,343.7,327.0,784.24K,0.67%,-285.4999999999997,321.63,334.42
17-02-2022,337.85,325.1,340.0,325.1,1.02M,2.01%,-287.7499999999997,323.2875,335.3
16-02-2022,331.2,325.0,334.0,320.1,631.80K,0.73%,-294.39999999999975,324.9125,334.68500000000006
15-02-2022,328.8,317.0,334.0,308.15,462.03K,1.37%,-299.59999999999974,325.975,333.65
14-02-2022,324.35,338.0,338.0,324.25,452.32K,-4.97%,-313.2499999999997,326.7375,332.06500000000005
11-02-2022,341.3,328.0,341.3,327.05,1.10M,5.00%,-296.2999999999997,328.025,332.795
10-02-2022,325.05,307.0,325.05,302.1,1.36M,4.99%,-312.5499999999997,328.6025,333.275
09-02-2022,309.6,308.7,311.35,305.0,745.18K,0.44%,-327.9999999999997,328.3175,330.525
08-02-2022,308.25,304.9,309.9,301.0,419.62K,1.36%,-329.6499999999997,328.075,328.58500000000004
07-02-2022,304.1,296.0,305.0,296.0,362.56K,2.13%,-333.79999999999967,328.37,325.06
04-02-2022,297.75,298.2,303.55,295.25,263.63K,-1.28%,-340.1499999999997,327.6225,320.825
03-02-2022,301.6,304.8,305.0,298.0,187.62K,-0.58%,-336.29999999999967,326.25,317.2
02-02-2022,303.35,309.0,309.7,297.0,381.88K,-1.43%,-329.94999999999965,324.55000000000007,314.415
01-02-2022,307.75,306.45,309.55,300.0,198.94K,0.42%,-322.19999999999965,322.98,312.31000000000006
31-01-2022,306.45,305.0,309.5,291.0,451.60K,3.69%,-325.24999999999966,321.2925,310.52
28-01-2022,295.55,305.85,308.0,292.0,255.76K,-1.10%,-337.69999999999965,319.37,305.94500000000005
27-01-2022,298.85,304.95,312.0,297.1,2.09M,-1.84%,-334.39999999999964,318.3,303.325
25-01-2022,304.45,295.0,313.7,292.2,1.78M,1.08%,-322.14999999999964,316.66749999999996,302.81
24-01-2022,301.2,308.85,311.0,296.0,2.00M,-2.48%,-331.94999999999965,315.345,302.105
21-01-2022,308.85,319.95,319.95,304.3,1.22M,-2.68%,-324.2999999999996,313.82,302.58000000000004
20-01-2022,317.35,313.8,319.3,304.7,603.83K,1.13%,-311.6499999999996,312.6825,304.54
19-01-2022,313.8,303.7,318.85,292.55,661.94K,3.33%,-316.6999999999996,311.48,305.76000000000005
18-01-2022,303.7,318.0,318.0,302.8,214.95K,-2.83%,-330.9999999999996,310.105,305.79499999999996
17-01-2022,312.55,308.0,315.0,308.0,258.30K,1.61%,-322.1499999999996,309.2925,306.275
14-01-2022,307.6,310.0,313.0,305.75,277.97K,-0.31%,-327.54999999999956,308.455,306.39
13-01-2022,308.55,311.0,313.9,302.05,174.33K,-0.77%,-321.04999999999956,306.8175,307.69
12-01-2022,310.95,308.0,313.0,305.75,326.46K,-0.99%,-315.84999999999957,306.1125,308.9
11-01-2022,314.05,321.0,321.45,310.0,371.67K,-1.06%,-311.79999999999956,306.335,309.86
10-01-2022,317.4,307.45,318.0,306.5,413.70K,3.24%,-300.8999999999996,306.7925,311.48
07-01-2022,307.45,305.1,309.5,302.25,626.30K,2.57%,-310.84999999999957,306.96000000000004,311.34000000000003
06-01-2022,299.75,292.05,303.0,289.6,359.02K,1.30%,-318.54999999999956,307.06000000000006,309.58000000000004
05-01-2022,295.9,304.2,305.0,288.05,1.50M,-2.41%,-327.6499999999996,306.775,307.79
04-01-2022,303.2,298.0,304.8,295.1,982.95K,1.40%,-319.5499999999996,306.7675,307.74
03-01-2022,299.0,305.0,305.7,297.75,1.02M,-0.50%,-326.2499999999996,306.33,306.385
31-12-2021,300.5,308.0,308.0,298.0,651.78K,0.38%,-323.7499999999996,306.03249999999997,305.675
30-12-2021,299.35,308.9,309.0,298.0,392.72K,-2.19%,-333.3999999999996,306.22249999999997,304.755
29-12-2021,306.05,311.95,312.75,303.7,736.92K,-1.19%,-326.6999999999996,306.58250000000004,304.265
28-12-2021,309.75,311.7,313.0,305.25,198.69K,-0.51%,-322.1999999999996,306.8475,303.835
27-12-2021,311.35,301.0,312.9,296.05,728.40K,2.98%,-306.8999999999996,307.35499999999996,303.22999999999996
24-12-2021,302.35,295.0,304.95,288.6,1.07M,1.75%,-315.8999999999996,307.03000000000003,302.71999999999997
23-12-2021,297.15,298.0,299.95,289.0,775.56K,0.17%,-321.0999999999996,306.02,302.46
22-12-2021,296.65,294.0,297.45,291.0,500.73K,1.37%,-321.89999999999964,305.1625,302.53499999999997
21-12-2021,292.65,286.5,294.6,279.05,962.43K,3.21%,-325.89999999999964,304.61,301.48
20-12-2021,283.55,282.95,286.75,272.5,459.93K,-1.13%,-334.9999999999996,303.15999999999997,299.935
17-12-2021,286.8,295.0,305.0,283.0,833.67K,-2.66%,-331.1999999999996,302.12,298.565
16-12-2021,294.65,290.0,300.0,280.1,446.30K,1.22%,-316.64999999999964,301.425,298.095
15-12-2021,291.1,296.9,296.9,290.0,439.72K,-1.49%,-322.4499999999996,300.4325,296.6
14-12-2021,295.5,292.55,299.0,285.25,445.41K,-1.58%,-312.1999999999996,299.505,295.175
13-12-2021,300.25,304.4,304.55,298.4,254.99K,0.30%,-307.4499999999996,298.64750000000004,294.065
10-12-2021,299.35,300.0,304.85,295.0,454.90K,1.30%,-312.9499999999996,298.24249999999995,293.765
09-12-2021,295.5,311.5,312.0,294.4,523.10K,-4.04%,-329.4499999999996,298.03,293.6
08-12-2021,307.95,309.0,312.9,306.0,1.15M,0.31%,-316.9999999999996,298.6325,294.73
07-12-2021,307.0,308.0,318.7,305.0,1.54M,-1.19%,-328.6999999999996,298.82250000000005,296.16499999999996
06-12-2021,310.7,325.0,325.0,308.0,851.20K,-3.84%,-324.9999999999996,299.4075,298.88
03-12-2021,323.1,323.45,325.0,315.0,1.13M,2.04%,-312.59999999999957,300.5375,302.51
02-12-2021,316.65,307.0,316.7,305.0,1.01M,4.97%,-319.0499999999996,301.40250000000003,304.71
01-12-2021,301.65,297.95,301.65,290.0,1.30M,4.99%,-334.0499999999996,301.1825,305.765
30-11-2021,287.3,286.05,304.75,281.0,5.97M,-1.02%,-351.4999999999996,300.06,304.945
29-11-2021,290.25,293.0,295.0,286.85,1.54M,-3.86%,-348.0999999999996,299.005,303.945
26-11-2021,301.9,314.5,316.5,301.15,1.50M,-4.76%,-336.44999999999965,298.98249999999996,304.2
25-11-2021,317.0,307.0,323.15,299.9,1.55M,2.99%,-319.3499999999996,299.975,306.35
24-11-2021,307.8,315.0,319.9,302.6,1.73M,-0.02%,-331.4499999999996,300.53249999999997,306.33500000000004
23-11-2021,307.85,290.0,309.0,290.0,768.81K,4.60%,-313.59999999999957,301.2925,306.42
22-11-2021,294.3,280.55,302.0,280.55,2.05M,-0.34%,-327.1499999999996,301.83000000000004,304.78000000000003
18-11-2021,295.3,310.0,314.9,295.3,1.17M,-4.99%,-326.1499999999996,302.255,302.0
17-11-2021,310.8,322.4,325.0,307.0,2.00M,-3.60%,-310.6499999999996,303.0625,301.415
16-11-2021,322.4,328.4,332.8,319.0,1.61M,0.03%,-299.0499999999996,304.62749999999994,303.48999999999995
15-11-2021,322.3,322.6,324.95,312.75,1.73M,-0.09%,-301.6999999999996,305.9675,306.99
12-11-2021,322.6,334.0,334.0,319.75,1.19M,-3.28%,-298.84999999999957,307.085,310.225
11-11-2021,333.55,321.0,335.55,319.0,1.03M,4.36%,-284.29999999999956,308.795,313.39
10-11-2021,319.6,324.0,326.9,315.0,1.15M,0.46%,-298.24999999999955,310.0,313.65
09-11-2021,318.15,309.0,331.0,309.0,2.17M,0.27%,-311.09999999999957,310.51,314.685
08-11-2021,317.3,332.5,332.5,316.2,1.73M,-4.57%,-326.29999999999956,311.02500000000003,315.63
04-11-2021,332.5,336.0,339.7,328.8,193.20K,0.42%,-311.09999999999957,312.115,319.45
03-11-2021,331.1,340.0,342.8,326.0,1.80M,-1.66%,-322.79999999999956,312.515,323.03000000000003
02-11-2021,336.7,342.25,348.0,326.75,1.43M,-1.62%,-312.84999999999957,313.5175,325.62
01-11-2021,342.25,335.15,353.3,335.0,1.51M,-1.84%,-305.59999999999957,315.5475,327.605
29-10-2021,348.65,345.0,356.0,337.5,2.80M,0.11%,-294.4499999999996,318.615,330.24
28-10-2021,348.25,368.95,369.7,348.25,1.94M,-4.99%,-315.8999999999996,321.515,332.805
27-10-2021,366.55,369.0,378.0,364.0,2.07M,-0.87%,-297.59999999999957,324.74750000000006,336.105
26-10-2021,369.75,374.95,379.0,360.0,1.33M,-1.10%,-287.84999999999957,327.38500000000005,341.12
25-10-2021,373.85,387.0,388.0,367.1,1.27M,-1.84%,-281.09999999999957,330.6875,346.69
22-10-2021,380.85,375.1,384.0,373.0,1.52M,2.67%,-273.24999999999955,334.3375,353.04499999999996
21-10-2021,370.95,380.0,384.8,365.0,3.42M,-1.40%,-287.09999999999957,338.17,356.89
20-10-2021,376.2,375.0,391.9,363.0,1.78M,-0.79%,-273.8999999999996,342.21500000000003,361.4
19-10-2021,379.2,394.85,396.0,372.3,1.17M,-3.23%,-266.9999999999996,345.635,365.65
18-10-2021,391.85,401.9,401.9,385.0,1.30M,-0.55%,-254.34999999999957,349.10749999999996,370.61
14-10-2021,394.0,398.85,408.0,390.5,1.14M,-1.20%,-250.84999999999957,352.6925,375.145
13-10-2021,398.8,385.0,398.8,380.1,2.00M,4.99%,-232.14999999999958,356.5025,380.2
12-10-2021,379.85,389.0,394.7,376.0,773.62K,-2.36%,-251.09999999999957,358.8175,381.53
11-10-2021,389.05,381.75,393.0,375.1,647.56K,1.91%,-237.14999999999958,362.29,383.46
08-10-2021,381.75,386.95,389.0,375.0,441.14K,0.69%,-244.4499999999996,365.46999999999997,384.25
07-10-2021,379.15,375.1,385.0,372.85,641.77K,-0.39%,-250.2999999999996,368.5625,384.08000000000004
06-10-2021,380.65,390.0,391.65,378.0,452.41K,-2.08%,-247.64999999999964,370.96999999999997,385.05
05-10-2021,388.75,388.7,389.95,372.0,2.18M,2.53%,-230.89999999999964,373.8525,386.305
04-10-2021,379.15,389.0,393.4,373.8,987.50K,-1.57%,-245.14999999999964,375.975,386.3
01-10-2021,385.2,392.0,398.45,378.1,1.18M,-1.21%,-238.04999999999967,378.12250000000006,385.635
30-09-2021,389.9,390.8,395.5,385.0,1.30M,1.26%,-233.1499999999997,380.185,385.225
29-09-2021,385.05,379.0,385.1,360.0,1.55M,4.98%,-237.99999999999966,382.025,383.85
28-09-2021,366.8,345.0,367.55,344.5,1.60M,4.79%,-256.24999999999966,382.0375,382.545
